source_id,doc_type,date,doc_url,name,zip_code,county,full_address,geometry
M4469,VN,2015-05-11,https://www.deq.state.mi.us/aps/downloads/SRN/M4469/M4469_VN_20150511.pdf,RIVERVIEW LAND PRESERVE,48193,WAYNE,"20863 GRANGE RD, RIVERVIEW, MI","[-83.2106937, 42.1575755]"
M4469,VN,2018-01-03,https://www.deq.state.mi.us/aps/downloads/SRN/M4469/M4469_VN_20180103.pdf,RIVERVIEW LAND PRESERVE,48193,WAYNE,"20863 GRANGE RD, RIVERVIEW, MI","[-83.2106937, 42.1575755]"
M4469,VN,2018-07-16,https://www.deq.state.mi.us/aps/downloads/SRN/M4469/M4469_VN_20180716.pdf,RIVERVIEW LAND PRESERVE,48193,WAYNE,"20863 GRANGE RD, RIVERVIEW, MI","[-83.2106937, 42.1575755]"
M4469,VN,2020-06-22,https://www.deq.state.mi.us/aps/downloads/SRN/M4469/M4469_VN_20200622.pdf,RIVERVIEW LAND PRESERVE,48193,WAYNE,"20863 GRANGE RD, RIVERVIEW, MI","[-83.2106937, 42.1575755]"
M4469,VN,2020-08-24,https://www.deq.state.mi.us/aps/downloads/SRN/M4469/M4469_VN_20200824.pdf,RIVERVIEW LAND PRESERVE,48193,WAYNE,"20863 GRANGE RD, RIVERVIEW, MI","[-83.2106937, 42.1575755]"
M4469,VN,2021-12-09,https://www.deq.state.mi.us/aps/downloads/SRN/M4469/M4469_VN_20211209.pdf,RIVERVIEW LAND PRESERVE,48193,WAYNE,"20863 GRANGE RD, RIVERVIEW, MI","[-83.2106937, 42.1575755]"
P0167,VN,2018-08-02,https://www.deq.state.mi.us/aps/downloads/SRN/P0167/P0167_VN_20180802.pdf,CARDINAL AGGREGATES,48197,WASHTENAW,"3660  CARPENTER RD, YPSILANTI, MI","[-83.683566, 42.235995]"
P0637,VN,2015-09-15,https://www.deq.state.mi.us/aps/downloads/SRN/P0637/P0637_VN_20150915.pdf,MDOC WOMEN'S HURON VALLEY CORRECTIONAL FACILITY,48197,WASHTENAW,"3201 BEMIS ROAD, YPSILANTI, MI","[-83.6937567, 42.1724063]"
N1622,VN,2014-02-19,https://www.deq.state.mi.us/aps/downloads/SRN/N1622/N1622_VN_20140219.pdf,POLLARD BANKNOTE LIMITED,48197,WASHTENAW,"775 JAMES L HART PKWY, YPSILANTI, MI","[-83.6246999, 42.223822]"
N1622,VN,2021-09-08,https://www.deq.state.mi.us/aps/downloads/SRN/N1622/N1622_VN_20210908.pdf,POLLARD BANKNOTE LIMITED,48197,WASHTENAW,"775 JAMES L HART PKWY, YPSILANTI, MI","[-83.6246999, 42.223822]"
N1374,VN,2017-04-26,https://www.deq.state.mi.us/aps/downloads/SRN/N1374/N1374_VN_20170426.pdf,TRI-COUNTY CREMATION SERVICE,48197,WASHTENAW,"1100 E MICHIGAN, YPSILANTI, MI","[-83.59039589999999, 42.2437728]"
N1374,VN,2018-10-30,https://www.deq.state.mi.us/aps/downloads/SRN/N1374/N1374_VN_20181030.pdf,TRI-COUNTY CREMATION SERVICE,48197,WASHTENAW,"1100 E MICHIGAN, YPSILANTI, MI","[-83.59039589999999, 42.2437728]"
P0850,VN,2017-09-18,https://www.deq.state.mi.us/aps/downloads/SRN/P0850/P0850_VN_20170918.pdf,FERROUS PROCESSING & TRADING,48198,WASHTENAW,"2220 EAST MICHIGAN AVENUE, YPSILANTI, MI","[-83.5666834, 42.2490989]"
B2576,VN,2017-09-22,https://www.deq.state.mi.us/aps/downloads/SRN/B2576/B2576_VN_20170922.pdf,MARSH PLATING CORPORATION,48198,WASHTENAW,"103 N GROVE, YPSILANTI, MI","[-83.6044088, 42.242037]"
B2576,VN,2021-05-11,https://www.deq.state.mi.us/aps/downloads/SRN/B2576/B2576_VN_20210511.pdf,MARSH PLATING CORPORATION,48198,WASHTENAW,"103 N GROVE, YPSILANTI, MI","[-83.6044088, 42.242037]"
P0776,VN,2018-10-17,https://www.deq.state.mi.us/aps/downloads/SRN/P0776/P0776_VN_20181017.pdf,WHISPERING PINES PET CEMETERY AND CREMATORY,48198,WASHTENAW,"943 WRAY COURT, YPSILANTI, MI","[-83.60711189999999, 42.2538912]"
B6237,VN,2018-10-29,https://www.deq.state.mi.us/aps/downloads/SRN/B6237/B6237_VN_20181029.pdf,YPSILANTI COMM. UTILITIES AUTHORITY,48198,WASHTENAW,"2777 STATE RD, YPSILANTI, MI","[-83.554568, 42.2258125]"
B6237,VN,2019-07-29,https://www.deq.state.mi.us/aps/downloads/SRN/B6237/B6237_VN_20190729.pdf,YPSILANTI COMM. UTILITIES AUTHORITY,48198,WASHTENAW,"2777 STATE RD, YPSILANTI, MI","[-83.554568, 42.2258125]"
B6237,VN,2021-09-02,https://www.deq.state.mi.us/aps/downloads/SRN/B6237/B6237_VN_20210902.pdf,YPSILANTI COMM. UTILITIES AUTHORITY,48198,WASHTENAW,"2777 STATE RD, YPSILANTI, MI","[-83.554568, 42.2258125]"
A8087,VN,2016-11-16,https://www.deq.state.mi.us/aps/downloads/SRN/A8087/A8087_VN_20161116.pdf,ARTED CHROME PLATING INC,48202,WAYNE,"38 PIQUETTE, DETROIT, MI","[-83.06973579999999, 42.3663243]"
P0558,VN,2016-04-14,https://www.deq.state.mi.us/aps/downloads/SRN/P0558/P0558_VN_20160414.pdf,ADAMO DEMOLITION CO - FINTEC 1107 CRUSHER,48203,WAYNE,"320 E SEVEN MILE ROAD, DETROIT, MI","[-83.09937690000001, 42.4314726]"
N8316,VN,2020-01-07,https://www.deq.state.mi.us/aps/downloads/SRN/N8316/N8316_VN_20200107.pdf,MID-MICHIGAN CRUSHING & RECYCLING INC,48203,WAYNE,"15111 OAKLAND AVE, HIGHLAND PARK, MI","[-83.0928031, 42.41552919999999]"
N8316,VN,2020-08-28,https://www.deq.state.mi.us/aps/downloads/SRN/N8316/N8316_VN_20200828.pdf,MID-MICHIGAN CRUSHING & RECYCLING INC,48203,WAYNE,"15111 OAKLAND AVE, HIGHLAND PARK, MI","[-83.0928031, 42.41552919999999]"
N7416,VN,2016-06-22,https://www.deq.state.mi.us/aps/downloads/SRN/N7416/N7416_VN_20160622.pdf,"GREEN POLYMERIC MATERIALS, INC",48204,WAYNE,"6031 JOY RD., DETROIT, MI","[-83.1368387, 42.3593071]"
EN8200371,VN,2021-02-02,https://www.deq.state.mi.us/aps/downloads/SRN/EN8200371/EN8200371_VN_20210202.pdf,JEFF'S CLEANERS,48204,WAYNE,"12540 LIVERNOIS, DETROIT, MI","[-83.13889139999999, 42.3804351]"
N8078,VN,2014-11-03,https://www.deq.state.mi.us/aps/downloads/SRN/N8078/N8078_VN_20141103.pdf,JOY CONSTRUCTION & LEASING INC,48204,WAYNE,"19200 WOODWARD, DETROIT, MI","[-83.115324, 42.433386]"
K5392,VN,2017-12-11,https://www.deq.state.mi.us/aps/downloads/SRN/K5392/K5392_VN_20171211.pdf,GREAT LAKES WATER AUTHORITY - NORTHEAST PLANT,48205,WAYNE,"11000 EAST EIGHT MILE ROAD, DETROIT, MI","[-83.0128244, 42.4454188]"
N7879,VN,2017-08-14,https://www.deq.state.mi.us/aps/downloads/SRN/N7879/N7879_VN_20170814.pdf,GREAT LAKES WATER AUTHORITY - BELLE ISLE CSO RTB,48207,WAYNE,"2 PLEASURE DR, BELLE ISLE, DETROIT, MI","[-82.9980798, 42.33838859999999]"
B3533,VN,2014-04-09,https://www.deq.state.mi.us/aps/downloads/SRN/B3533/B3533_VN_20140409.pdf,EDW C LEVY CO PLANT 1,48209,WAYNE,"8800 DIX AVE, DETROIT, MI","[-83.13873799999999, 42.3132355]"
B3533,VN,2015-12-02,https://www.deq.state.mi.us/aps/downloads/SRN/B3533/B3533_VN_20151202.pdf,EDW C LEVY CO PLANT 1,48209,WAYNE,"8800 DIX AVE, DETROIT, MI","[-83.13873799999999, 42.3132355]"
B2103,VN,2013-12-02,https://www.deq.state.mi.us/aps/downloads/SRN/B2103/B2103_VN_20131202.pdf,GLWA WATER RESOURCE RECOVERY FACILITY,48209,WAYNE,"9300 W. JEFFERSON AVE, DETROIT, MI","[-83.12853319999999, 42.2846414]"
B2103,VN,2014-11-05,https://www.deq.state.mi.us/aps/downloads/SRN/B2103/B2103_VN_20141105.pdf,GLWA WATER RESOURCE RECOVERY FACILITY,48209,WAYNE,"9300 W. JEFFERSON AVE, DETROIT, MI","[-83.12853319999999, 42.2846414]"
B2103,VN,2015-06-02,https://www.deq.state.mi.us/aps/downloads/SRN/B2103/B2103_VN_20150602.pdf,GLWA WATER RESOURCE RECOVERY FACILITY,48209,WAYNE,"9300 W. JEFFERSON AVE, DETROIT, MI","[-83.12853319999999, 42.2846414]"
B2103,VN,2016-06-21,https://www.deq.state.mi.us/aps/downloads/SRN/B2103/B2103_VN_20160621.pdf,GLWA WATER RESOURCE RECOVERY FACILITY,48209,WAYNE,"9300 W. JEFFERSON AVE, DETROIT, MI","[-83.12853319999999, 42.2846414]"
B2103,VN,2017-08-17,https://www.deq.state.mi.us/aps/downloads/SRN/B2103/B2103_VN_20170817.pdf,GLWA WATER RESOURCE RECOVERY FACILITY,48209,WAYNE,"9300 W. JEFFERSON AVE, DETROIT, MI","[-83.12853319999999, 42.2846414]"
B2103,VN,2018-07-10,https://www.deq.state.mi.us/aps/downloads/SRN/B2103/B2103_VN_20180710.pdf,GLWA WATER RESOURCE RECOVERY FACILITY,48209,WAYNE,"9300 W. JEFFERSON AVE, DETROIT, MI","[-83.12853319999999, 42.2846414]"
B2103,VN,2020-11-12,https://www.deq.state.mi.us/aps/downloads/SRN/B2103/B2103_VN_20201112.pdf,GLWA WATER RESOURCE RECOVERY FACILITY,48209,WAYNE,"9300 W. JEFFERSON AVE, DETROIT, MI","[-83.12853319999999, 42.2846414]"
P0380,VN,2016-07-20,https://www.deq.state.mi.us/aps/downloads/SRN/P0380/P0380_VN_20160720.pdf,"SAKTHI AUTOMOTIVE GROUP USA, INC",48209,WAYNE,"6401 WEST FORT STREET, DETROIT, MI","[-83.10541239999999, 42.3042004]"
P0380,VN,2019-01-24,https://www.deq.state.mi.us/aps/downloads/SRN/P0380/P0380_VN_20190124.pdf,"SAKTHI AUTOMOTIVE GROUP USA, INC",48209,WAYNE,"6401 WEST FORT STREET, DETROIT, MI","[-83.10541239999999, 42.3042004]"
P0380,VN,2019-03-04,https://www.deq.state.mi.us/aps/downloads/SRN/P0380/P0380_VN_20190304.pdf,"SAKTHI AUTOMOTIVE GROUP USA, INC",48209,WAYNE,"6401 WEST FORT STREET, DETROIT, MI","[-83.10541239999999, 42.3042004]"
P0408,VN,2013-11-01,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20131101.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2014-02-24,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20140224.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2014-11-07,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20141107.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2015-02-24,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20150224.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2015-03-31,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20150331.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2015-06-10,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20150610.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2015-08-28,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20150828.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2015-10-29,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20151029.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2015-11-10,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20151110.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2016-02-22,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20160222.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2016-09-01,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20160901.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2017-01-20,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20170120.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2017-08-11,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20170811.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2017-08-16,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20170816.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2019-01-11,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20190111.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2019-05-07,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20190507.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2020-06-01,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20200601.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2020-12-21,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20201221.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
P0408,VN,2021-12-02,https://www.deq.state.mi.us/aps/downloads/SRN/P0408/P0408_VN_20211202.pdf,EES COKE BATTERY LLC,48209,WAYNE,"1400 ZUG ISLAND ROAD, RIVER ROUGE, MI","[-83.11150370000001, 42.292335]"
N7584,VN,2017-08-14,https://www.deq.state.mi.us/aps/downloads/SRN/N7584/N7584_VN_20170814.pdf,GREAT LAKES WATER AUTHORITY - BABY CREEK SDF,48210,WAYNE,"9543 DIX AVE, DEARBORN, MI","[-83.1415878, 42.3088163]"
M4626,VN,2017-10-25,https://www.deq.state.mi.us/aps/downloads/SRN/M4626/M4626_VN_20171025.pdf,DANA CONTAINER INC.,48211,WAYNE,"11430 RUSSELL, DETROIT, MI","[-83.07320299999999, 42.396316]"
M4148,VN,2014-05-09,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20140509.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2014-05-21,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20140521.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2014-05-30,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20140530.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2014-06-20,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20140620.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2014-06-24,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20140624.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2014-07-01,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20140701.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2014-07-08,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20140708.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2014-07-15,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20140715.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2014-07-25,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20140725.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2014-08-07,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20140807.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2014-08-23,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20140823.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2014-08-24,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20140824.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2014-08-26,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20140826.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2015-06-11,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20150611.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2015-06-29,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20150629.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2015-08-04,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20150804.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2015-08-26,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20150826.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2015-10-06,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20151006.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2015-11-09,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20151109.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2015-12-16,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20151216.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-02-12,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20160212.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-03-04,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20160304.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-03-23,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20160323.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-05-19,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20160519.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-06-09,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20160609.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-06-15,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20160615.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-06-22,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20160622.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-07-06,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20160706.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-07-20,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20160720.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-08-02,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20160802.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-08-03,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20160803.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-08-09,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20160809.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-09-02,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20160902.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-09-08,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20160908.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-09-28,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20160928.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-10-04,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20161004.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-10-12,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20161012.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2016-10-21,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20161021.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2017-04-06,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20170406.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2017-04-26,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20170426.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2017-06-09,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20170609.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2017-06-22,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20170622.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2017-06-27,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20170627.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2017-07-31,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20170731.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2017-08-03,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20170803.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2017-08-18,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20170818.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
M4148,VN,2017-08-31,https://www.deq.state.mi.us/aps/downloads/SRN/M4148/M4148_VN_20170831.pdf,"DETROIT RENEWABLE POWER, LLC",48211,WAYNE,"5700 RUSSELL ST, DETROIT, MI","[-83.0543034, 42.3675357]"
