source_id,doc_type,date,doc_url,id,name,zip_code,county,full_address,geometry
N0871,FCE,2021-04-28,https://www.deq.state.mi.us/aps/downloads/SRN/N0871/N0871_FCE_20210428.pdf,N0871,"CONFORMANCE COATING AND PROTOTYPE, INC",48040,SAINT CLAIR,"2321  BUSHA HWY, MARYSVILLE, MI","[-82.489355, 42.8882918]"
N0871,RVN,2020-07-23,https://www.deq.state.mi.us/aps/downloads/SRN/N0871/N0871_RVN_20200723.pdf,N0871,"CONFORMANCE COATING AND PROTOTYPE, INC",48040,SAINT CLAIR,"2321  BUSHA HWY, MARYSVILLE, MI","[-82.489355, 42.8882918]"
N0871,SAR,2014-09-04,https://www.deq.state.mi.us/aps/downloads/SRN/N0871/N0871_SAR_20140904.pdf,N0871,"CONFORMANCE COATING AND PROTOTYPE, INC",48040,SAINT CLAIR,"2321  BUSHA HWY, MARYSVILLE, MI","[-82.489355, 42.8882918]"
N0871,SAR,2020-01-16,https://www.deq.state.mi.us/aps/downloads/SRN/N0871/N0871_SAR_20200116.pdf,N0871,"CONFORMANCE COATING AND PROTOTYPE, INC",48040,SAINT CLAIR,"2321  BUSHA HWY, MARYSVILLE, MI","[-82.489355, 42.8882918]"
N0871,SAR,2021-04-14,https://www.deq.state.mi.us/aps/downloads/SRN/N0871/N0871_SAR_20210414.pdf,N0871,"CONFORMANCE COATING AND PROTOTYPE, INC",48040,SAINT CLAIR,"2321  BUSHA HWY, MARYSVILLE, MI","[-82.489355, 42.8882918]"
N0871,VN,2020-04-03,https://www.deq.state.mi.us/aps/downloads/SRN/N0871/N0871_VN_20200403.pdf,N0871,"CONFORMANCE COATING AND PROTOTYPE, INC",48040,SAINT CLAIR,"2321  BUSHA HWY, MARYSVILLE, MI","[-82.489355, 42.8882918]"
P0896,SAR,2020-08-31,https://www.deq.state.mi.us/aps/downloads/SRN/P0896/P0896_SAR_20200831.pdf,P0896,ENBRIDGE ENERGY,48040,SAINT CLAIR,"SE 1/4 NE 1/4 SEC 32, MARYSVILLE, MI","[-82.4868599, 42.9125305]"
N1280,SAR,2015-08-07,https://www.deq.state.mi.us/aps/downloads/SRN/N1280/N1280_SAR_20150807.pdf,N1280,"FLINT HILLS RESOURCES MARYSVILLE, LLC",48040,SAINT CLAIR,"2701 S RANGE RD, MARYSVILLE, MI","[-82.49400430000001, 42.8804266]"
B8824,FCE,2014-09-19,https://www.deq.state.mi.us/aps/downloads/SRN/B8824/B8824_FCE_20140919.pdf,B8824,"HEARTLAND STEEL PRODUCTS, LLC",48040,SAINT CLAIR,"302 CARLETON ST., MARYSVILLE, MI","[-82.4817906, 42.8862567]"
B8824,FCE,2019-09-27,https://www.deq.state.mi.us/aps/downloads/SRN/B8824/B8824_FCE_20190927.pdf,B8824,"HEARTLAND STEEL PRODUCTS, LLC",48040,SAINT CLAIR,"302 CARLETON ST., MARYSVILLE, MI","[-82.4817906, 42.8862567]"
B8824,FCE,2021-07-23,https://www.deq.state.mi.us/aps/downloads/SRN/B8824/B8824_FCE_20210723.pdf,B8824,"HEARTLAND STEEL PRODUCTS, LLC",48040,SAINT CLAIR,"302 CARLETON ST., MARYSVILLE, MI","[-82.4817906, 42.8862567]"
B8824,SAR,2014-08-26,https://www.deq.state.mi.us/aps/downloads/SRN/B8824/B8824_SAR_20140826.pdf,B8824,"HEARTLAND STEEL PRODUCTS, LLC",48040,SAINT CLAIR,"302 CARLETON ST., MARYSVILLE, MI","[-82.4817906, 42.8862567]"
B8824,SAR,2019-08-28,https://www.deq.state.mi.us/aps/downloads/SRN/B8824/B8824_SAR_20190828.pdf,B8824,"HEARTLAND STEEL PRODUCTS, LLC",48040,SAINT CLAIR,"302 CARLETON ST., MARYSVILLE, MI","[-82.4817906, 42.8862567]"
B8824,SAR,2021-03-09,https://www.deq.state.mi.us/aps/downloads/SRN/B8824/B8824_SAR_20210309.pdf,B8824,"HEARTLAND STEEL PRODUCTS, LLC",48040,SAINT CLAIR,"302 CARLETON ST., MARYSVILLE, MI","[-82.4817906, 42.8862567]"
B8824,VN,2019-10-04,https://www.deq.state.mi.us/aps/downloads/SRN/B8824/B8824_VN_20191004.pdf,B8824,"HEARTLAND STEEL PRODUCTS, LLC",48040,SAINT CLAIR,"302 CARLETON ST., MARYSVILLE, MI","[-82.4817906, 42.8862567]"
A6220,ACO,2020-09-10,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_ACO_20200910.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,ENFN,2019-10-15,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_ENFN_20191015.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,FCE,2014-09-10,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_FCE_20140910.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,FCE,2015-09-22,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_FCE_20150922.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,FCE,2017-09-28,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_FCE_20170928.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,FCE,2020-09-01,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_FCE_20200901.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,FCE,2021-07-22,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_FCE_20210722.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,RVN,2013-10-25,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_RVN_20131025.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,RVN,2019-07-23,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_RVN_20190723.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,RVN,2019-08-05,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_RVN_20190805.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,SAR,2014-09-04,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_SAR_20140904.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,SAR,2015-08-31,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_SAR_20150831.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,SAR,2017-07-17,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_SAR_20170717.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,SAR,2020-09-01,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_SAR_20200901.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,SAR,2021-07-22,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_SAR_20210722.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,TEST,2017-04-25,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_TEST_20170425.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,VN,2013-10-04,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_VN_20131004.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,VN,2014-04-02,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_VN_20140402.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,VN,2014-09-12,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_VN_20140912.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,VN,2019-07-03,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_VN_20190703.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
A6220,VN,2019-07-23,https://www.deq.state.mi.us/aps/downloads/SRN/A6220/A6220_VN_20190723.pdf,A6220,INTERTAPE POLYMER GROUP,48040,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]"
N7493,FCE,2020-09-30,https://www.deq.state.mi.us/aps/downloads/SRN/N7493/N7493_FCE_20200930.pdf,N7493,"MARYSVILLE ETHANOL, LLC",48040,SAINT CLAIR,"2512 BUSHA HIGHWAY, MARYSVILLE, MI","[-82.4907187, 42.8858795]"
N7493,SAR,2020-08-19,https://www.deq.state.mi.us/aps/downloads/SRN/N7493/N7493_SAR_20200819.pdf,N7493,"MARYSVILLE ETHANOL, LLC",48040,SAINT CLAIR,"2512 BUSHA HIGHWAY, MARYSVILLE, MI","[-82.4907187, 42.8858795]"
N7493,TEST,2014-02-06,https://www.deq.state.mi.us/aps/downloads/SRN/N7493/N7493_TEST_20140206.pdf,N7493,"MARYSVILLE ETHANOL, LLC",48040,SAINT CLAIR,"2512 BUSHA HIGHWAY, MARYSVILLE, MI","[-82.4907187, 42.8858795]"
N7493,TEST,2015-01-27,https://www.deq.state.mi.us/aps/downloads/SRN/N7493/N7493_TEST_20150127.pdf,N7493,"MARYSVILLE ETHANOL, LLC",48040,SAINT CLAIR,"2512 BUSHA HIGHWAY, MARYSVILLE, MI","[-82.4907187, 42.8858795]"
N7493,TEST,2016-08-16,https://www.deq.state.mi.us/aps/downloads/SRN/N7493/N7493_TEST_20160816.pdf,N7493,"MARYSVILLE ETHANOL, LLC",48040,SAINT CLAIR,"2512 BUSHA HIGHWAY, MARYSVILLE, MI","[-82.4907187, 42.8858795]"
N7493,TEST,2017-08-09,https://www.deq.state.mi.us/aps/downloads/SRN/N7493/N7493_TEST_20170809.pdf,N7493,"MARYSVILLE ETHANOL, LLC",48040,SAINT CLAIR,"2512 BUSHA HIGHWAY, MARYSVILLE, MI","[-82.4907187, 42.8858795]"
N7493,TEST,2019-08-13,https://www.deq.state.mi.us/aps/downloads/SRN/N7493/N7493_TEST_20190813.pdf,N7493,"MARYSVILLE ETHANOL, LLC",48040,SAINT CLAIR,"2512 BUSHA HIGHWAY, MARYSVILLE, MI","[-82.4907187, 42.8858795]"
B4282,FCE,2014-09-25,https://www.deq.state.mi.us/aps/downloads/SRN/B4282/B4282_FCE_20140925.pdf,B4282,"MARYSVILLE HYDROCARBONS, LLC.",48040,SAINT CLAIR,"2510  BUSHA HIGHWAY, MARYSVILLE, MI","[-82.494036, 42.8885947]"
B4282,FCE,2018-08-30,https://www.deq.state.mi.us/aps/downloads/SRN/B4282/B4282_FCE_20180830.pdf,B4282,"MARYSVILLE HYDROCARBONS, LLC.",48040,SAINT CLAIR,"2510  BUSHA HIGHWAY, MARYSVILLE, MI","[-82.494036, 42.8885947]"
B4282,FCE,2021-08-11,https://www.deq.state.mi.us/aps/downloads/SRN/B4282/B4282_FCE_20210811.pdf,B4282,"MARYSVILLE HYDROCARBONS, LLC.",48040,SAINT CLAIR,"2510  BUSHA HIGHWAY, MARYSVILLE, MI","[-82.494036, 42.8885947]"
B4282,SAR,2014-08-14,https://www.deq.state.mi.us/aps/downloads/SRN/B4282/B4282_SAR_20140814.pdf,B4282,"MARYSVILLE HYDROCARBONS, LLC.",48040,SAINT CLAIR,"2510  BUSHA HIGHWAY, MARYSVILLE, MI","[-82.494036, 42.8885947]"
B4282,SAR,2018-08-13,https://www.deq.state.mi.us/aps/downloads/SRN/B4282/B4282_SAR_20180813.pdf,B4282,"MARYSVILLE HYDROCARBONS, LLC.",48040,SAINT CLAIR,"2510  BUSHA HIGHWAY, MARYSVILLE, MI","[-82.494036, 42.8885947]"
B4282,SAR,2020-06-09,https://www.deq.state.mi.us/aps/downloads/SRN/B4282/B4282_SAR_20200609.pdf,B4282,"MARYSVILLE HYDROCARBONS, LLC.",48040,SAINT CLAIR,"2510  BUSHA HIGHWAY, MARYSVILLE, MI","[-82.494036, 42.8885947]"
B4282,SAR,2021-06-15,https://www.deq.state.mi.us/aps/downloads/SRN/B4282/B4282_SAR_20210615.pdf,B4282,"MARYSVILLE HYDROCARBONS, LLC.",48040,SAINT CLAIR,"2510  BUSHA HIGHWAY, MARYSVILLE, MI","[-82.494036, 42.8885947]"
N6944,FCE,2014-08-27,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_FCE_20140827.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,FCE,2016-09-12,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_FCE_20160912.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,FCE,2017-08-14,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_FCE_20170814.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,FCE,2019-09-25,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_FCE_20190925.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,FCE,2021-03-10,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_FCE_20210310.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,RVN,2015-09-14,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_RVN_20150914.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,RVN,2016-10-11,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_RVN_20161011.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,RVN,2020-01-04,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_RVN_20200104.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,RVN,2021-06-22,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_RVN_20210622.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,SAR,2014-07-23,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_SAR_20140723.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,SAR,2015-08-31,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_SAR_20150831.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,SAR,2016-08-19,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_SAR_20160819.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,SAR,2017-07-11,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_SAR_20170711.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,SAR,2019-08-02,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_SAR_20190802.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,SAR,2021-02-10,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_SAR_20210210.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,TEST,2019-07-10,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_TEST_20190710.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,TEST,2021-07-14,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_TEST_20210714.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,VN,2013-10-15,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_VN_20131015.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,VN,2013-12-02,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_VN_20131202.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,VN,2015-08-31,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_VN_20150831.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,VN,2015-09-03,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_VN_20150903.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,VN,2016-04-01,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_VN_20160401.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,VN,2016-09-30,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_VN_20160930.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,VN,2020-12-16,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_VN_20201216.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N6944,VN,2021-06-02,https://www.deq.state.mi.us/aps/downloads/SRN/N6944/N6944_VN_20210602.pdf,N6944,PREGIS,48040,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]"
N5989,TEST,2014-05-09,https://www.deq.state.mi.us/aps/downloads/SRN/N5989/N5989_TEST_20140509.pdf,N5989,SEMCO ENERGY GAS COMPANY - MORTON WELLS FACILITY,48040,SAINT CLAIR,"1100 GRATIOT AVE, MARYSVILLE, MI","[-82.8849456, 42.58311279999999]"
N5989,TEST,2017-05-05,https://www.deq.state.mi.us/aps/downloads/SRN/N5989/N5989_TEST_20170505.pdf,N5989,SEMCO ENERGY GAS COMPANY - MORTON WELLS FACILITY,48040,SAINT CLAIR,"1100 GRATIOT AVE, MARYSVILLE, MI","[-82.8849456, 42.58311279999999]"
N5989,TEST,2020-04-23,https://www.deq.state.mi.us/aps/downloads/SRN/N5989/N5989_TEST_20200423.pdf,N5989,SEMCO ENERGY GAS COMPANY - MORTON WELLS FACILITY,48040,SAINT CLAIR,"1100 GRATIOT AVE, MARYSVILLE, MI","[-82.8849456, 42.58311279999999]"
N5989,VN,2014-08-01,https://www.deq.state.mi.us/aps/downloads/SRN/N5989/N5989_VN_20140801.pdf,N5989,SEMCO ENERGY GAS COMPANY - MORTON WELLS FACILITY,48040,SAINT CLAIR,"1100 GRATIOT AVE, MARYSVILLE, MI","[-82.8849456, 42.58311279999999]"
N7411,SAR,2016-10-11,https://www.deq.state.mi.us/aps/downloads/SRN/N7411/N7411_SAR_20161011.pdf,N7411,"SMR AUTOMOTIVE SYSTEMS USA, INC.",48040,SAINT CLAIR,"1875 BUSHA HIGHWAY, MARYSVILLE, MI","[-82.48416879999999, 42.8972449]"
N7411,SAR,2020-06-17,https://www.deq.state.mi.us/aps/downloads/SRN/N7411/N7411_SAR_20200617.pdf,N7411,"SMR AUTOMOTIVE SYSTEMS USA, INC.",48040,SAINT CLAIR,"1875 BUSHA HIGHWAY, MARYSVILLE, MI","[-82.48416879999999, 42.8972449]"
N8239,RVN,2019-01-31,https://www.deq.state.mi.us/aps/downloads/SRN/N8239/N8239_RVN_20190131.pdf,N8239,"ST. CLAIR PACKAGING, INC.",48040,SAINT CLAIR,"2121 BUSHA HWY, MARYSVILLE, MI","[-82.4852593, 42.8938269]"
N8239,SAR,2019-02-06,https://www.deq.state.mi.us/aps/downloads/SRN/N8239/N8239_SAR_20190206.pdf,N8239,"ST. CLAIR PACKAGING, INC.",48040,SAINT CLAIR,"2121 BUSHA HWY, MARYSVILLE, MI","[-82.4852593, 42.8938269]"
N8239,SAR,2020-02-04,https://www.deq.state.mi.us/aps/downloads/SRN/N8239/N8239_SAR_20200204.pdf,N8239,"ST. CLAIR PACKAGING, INC.",48040,SAINT CLAIR,"2121 BUSHA HWY, MARYSVILLE, MI","[-82.4852593, 42.8938269]"
N8239,VN,2019-01-16,https://www.deq.state.mi.us/aps/downloads/SRN/N8239/N8239_VN_20190116.pdf,N8239,"ST. CLAIR PACKAGING, INC.",48040,SAINT CLAIR,"2121 BUSHA HWY, MARYSVILLE, MI","[-82.4852593, 42.8938269]"
B6646,FCE,2018-04-13,https://www.deq.state.mi.us/aps/downloads/SRN/B6646/B6646_FCE_20180413.pdf,B6646,SUNOCO PIPELINE L.P. -  MARYSVILLE PUMP STATION,48040,SAINT CLAIR,"250  MURPHY DRIVE, MARYSVILLE, MI","[-82.51159299999999, 42.89996300000001]"
B6646,FCE,2019-08-06,https://www.deq.state.mi.us/aps/downloads/SRN/B6646/B6646_FCE_20190806.pdf,B6646,SUNOCO PIPELINE L.P. -  MARYSVILLE PUMP STATION,48040,SAINT CLAIR,"250  MURPHY DRIVE, MARYSVILLE, MI","[-82.51159299999999, 42.89996300000001]"
B6646,SAR,2014-04-23,https://www.deq.state.mi.us/aps/downloads/SRN/B6646/B6646_SAR_20140423.pdf,B6646,SUNOCO PIPELINE L.P. -  MARYSVILLE PUMP STATION,48040,SAINT CLAIR,"250  MURPHY DRIVE, MARYSVILLE, MI","[-82.51159299999999, 42.89996300000001]"
B6646,SAR,2015-01-23,https://www.deq.state.mi.us/aps/downloads/SRN/B6646/B6646_SAR_20150123.pdf,B6646,SUNOCO PIPELINE L.P. -  MARYSVILLE PUMP STATION,48040,SAINT CLAIR,"250  MURPHY DRIVE, MARYSVILLE, MI","[-82.51159299999999, 42.89996300000001]"
B6646,SAR,2016-02-04,https://www.deq.state.mi.us/aps/downloads/SRN/B6646/B6646_SAR_20160204.pdf,B6646,SUNOCO PIPELINE L.P. -  MARYSVILLE PUMP STATION,48040,SAINT CLAIR,"250  MURPHY DRIVE, MARYSVILLE, MI","[-82.51159299999999, 42.89996300000001]"
B6646,SAR,2018-03-28,https://www.deq.state.mi.us/aps/downloads/SRN/B6646/B6646_SAR_20180328.pdf,B6646,SUNOCO PIPELINE L.P. -  MARYSVILLE PUMP STATION,48040,SAINT CLAIR,"250  MURPHY DRIVE, MARYSVILLE, MI","[-82.51159299999999, 42.89996300000001]"
B6646,SAR,2019-07-02,https://www.deq.state.mi.us/aps/downloads/SRN/B6646/B6646_SAR_20190702.pdf,B6646,SUNOCO PIPELINE L.P. -  MARYSVILLE PUMP STATION,48040,SAINT CLAIR,"250  MURPHY DRIVE, MARYSVILLE, MI","[-82.51159299999999, 42.89996300000001]"
B6646,VN,2014-10-14,https://www.deq.state.mi.us/aps/downloads/SRN/B6646/B6646_VN_20141014.pdf,B6646,SUNOCO PIPELINE L.P. -  MARYSVILLE PUMP STATION,48040,SAINT CLAIR,"250  MURPHY DRIVE, MARYSVILLE, MI","[-82.51159299999999, 42.89996300000001]"
N5061,FCE,2014-09-29,https://www.deq.state.mi.us/aps/downloads/SRN/N5061/N5061_FCE_20140929.pdf,N5061,"TI FLUID SYSTEMS, (FORMERLY TI GROUP AUTO , MARYS)",48040,SAINT CLAIR,"170 - 184 GRATIOT BLVD, MARYSVILLE, MI","[-82.45799749999999, 42.93172819999999]"
N5061,FCE,2018-11-08,https://www.deq.state.mi.us/aps/downloads/SRN/N5061/N5061_FCE_20181108.pdf,N5061,"TI FLUID SYSTEMS, (FORMERLY TI GROUP AUTO , MARYS)",48040,SAINT CLAIR,"170 - 184 GRATIOT BLVD, MARYSVILLE, MI","[-82.45799749999999, 42.93172819999999]"
N5061,SAR,2014-09-04,https://www.deq.state.mi.us/aps/downloads/SRN/N5061/N5061_SAR_20140904.pdf,N5061,"TI FLUID SYSTEMS, (FORMERLY TI GROUP AUTO , MARYS)",48040,SAINT CLAIR,"170 - 184 GRATIOT BLVD, MARYSVILLE, MI","[-82.45799749999999, 42.93172819999999]"
N5061,SAR,2018-10-11,https://www.deq.state.mi.us/aps/downloads/SRN/N5061/N5061_SAR_20181011.pdf,N5061,"TI FLUID SYSTEMS, (FORMERLY TI GROUP AUTO , MARYS)",48040,SAINT CLAIR,"170 - 184 GRATIOT BLVD, MARYSVILLE, MI","[-82.45799749999999, 42.93172819999999]"
N3337,SAR,2014-07-23,https://www.deq.state.mi.us/aps/downloads/SRN/N3337/N3337_SAR_20140723.pdf,N3337,"WILKIE BROTHERS CONVEYORS, INC.",48040,SAINT CLAIR,"1765 MICHIGAN AVENUE, MARYSVILLE, MI","[-82.4781525, 42.8985054]"
N3337,SAR,2021-03-08,https://www.deq.state.mi.us/aps/downloads/SRN/N3337/N3337_SAR_20210308.pdf,N3337,"WILKIE BROTHERS CONVEYORS, INC.",48040,SAINT CLAIR,"1765 MICHIGAN AVENUE, MARYSVILLE, MI","[-82.4781525, 42.8985054]"
